Username,Total reviews,location,date,content,Rating,instruction,summary
Shawn Mccarroll,10 reviews,GB,Updated 3 days ago,"Customer services are terribleCustomer services are terrible. Refused to quote on a brand new bike without the registration number. The lady said no insurance company can but they did it last time. Will not be using again. Online I can do a quote with Hastings without a registration number. Customer services at its worse.... just wanted a quote so I can make sure everything in place and I'm not shopping around on 1st. Customer services wouldn't even quote of bike make and model. Absolutely terrible attitude and as always no manager around to complain to. It would help if they can understand English and the fact I can buy a bike before it's registered. Instead of being told if I've brought it it will have a registration number nowDate of experience: February 05, 2024",1,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Customer services are terribleCustomer services are terrible. Refused to quote on a brand new bike without the registration number. The lady said no insurance company can but they did it last time. Will not be using again. Online I can do a quote with Hastings without a registration number. Customer services at its worse.... just wanted a quote so I can make sure everything in place and I'm not shopping around on 1st. Customer services wouldn't even quote of bike make and model. Absolutely terrible attitude and as always no manager around to complain to. It would help if they can understand English and the fact I can buy a bike before it's registered. Instead of being told if I've brought it it will have a registration number nowDate of experience: February 05, 2024","1. Category: Customer Service
2. Theme(s): Unwillingness to assist, Communication issues
3. Pain Point: Refusal to provide a quote due to lack of registration number.
4. Detailed Topic: Representative refused to provide a quote for a new bike despite having dealt with similar situations previously and being able to purchase online without one.
5. Main Emotion: Frustration - due to the representative's unwillingness to provide assistance and their incorrect statement about insurance companies requiring registration numbers."
Colin,33 reviews,GB,Updated 3 days ago,"Holding onto my refunded money for 3 weeks!Using Compare The Market honestly got me to Hastings Direct. I paid. Then later was told the policy was not right for me. I agreed to cancel the policy which doesn’t start for 3 weeks. Hastings Direct will keep £20 of my initial payment and will not refund the rest until after the policy start date!Update after speaking to a manager: it wasn’t £20 they were going to keep it was £40!!!Date of experience: February 05, 2024",1,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Holding onto my refunded money for 3 weeks!Using Compare The Market honestly got me to Hastings Direct. I paid. Then later was told the policy was not right for me. I agreed to cancel the policy which doesn’t start for 3 weeks. Hastings Direct will keep £20 of my initial payment and will not refund the rest until after the policy start date!Update after speaking to a manager: it wasn’t £20 they were going to keep it was £40!!!Date of experience: February 05, 2024","Topic Category: Customer Service
Themes: Refund Process, Communication
Pain Point: Long delay in receiving a refund despite agreeing to cancel a policy prematurely.
Detailed Topic: Despite agreeing to cancel a policy that hadn't started yet, Hastings Direct refused to return most of the premium amount immediately as promised during the cancellation process, causing a significant inconvenience. They kept an unexpected larger sum of money and delayed the full refund until after the policy start date.
Main Emotion: Frustration
Emotion Explanation: The frustration arises from feeling misled about the refund process and having money unfairly withheld without proper communication or clear explanation beforehand."
Adam King,1 review,GB,Updated 3 days ago,"Do not insure with Hastings DirectThis company has no care for their customers at all. For context, my car was written off by a drink driver, while parked on the side of the road and was written off at the end of 2023. I had the car for 10 months and they gave me a final valuation over £2,000 less than what I paid for it. In addition to this, I’ve tried to cancel my policy due to them writing my car off and they were charging me 3 separate fees, in which I am now losing out on even more money from this company. I also have personal belongings in my car that I’ve had to ask to be given back to me 5 times and it has gone nowhere- these personal belongings have now been sold in the car to somebody, this was because Hastings had no communication with co part and did not do a sweep of the car to recover my personal belongings. Not a single person we have rang up have been able to answer our questions, every time it was either ‘sorry our system won’t allow us’ or ‘sorry it’s our policy’. I feel they’ve completely disrespected me as a customer and have not given me anything for a incident that was not my fault in anyway.Date of experience: February 05, 2024",1,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Do not insure with Hastings DirectThis company has no care for their customers at all. For context, my car was written off by a drink driver, while parked on the side of the road and was written off at the end of 2023. I had the car for 10 months and they gave me a final valuation over £2,000 less than what I paid for it. In addition to this, I’ve tried to cancel my policy due to them writing my car off and they were charging me 3 separate fees, in which I am now losing out on even more money from this company. I also have personal belongings in my car that I’ve had to ask to be given back to me 5 times and it has gone nowhere- these personal belongings have now been sold in the car to somebody, this was because Hastings had no communication with co part and did not do a sweep of the car to recover my personal belongings. Not a single person we have rang up have been able to answer our questions, every time it was either ‘sorry our system won’t allow us’ or ‘sorry it’s our policy’. I feel they’ve completely disrespected me as a customer and have not given me anything for a incident that was not my fault in anyway.Date of experience: February 05, 2024","1. Topic Category: Customer Service
2. Themes: Poor Communication, Unfair Valuation
3. Pain Point: A write-off claim resulted in unsatisfactory handling of the situation, including unfair vehicle valuation, unanswered queries, loss of personal belongings, and multiple cancellation fees.
4. Detailed Topic: Despite being involved in an accident that wasn't her fault, the customer faced issues such as receiving a lower settlement than expected, difficulties in canceling the insurance policy due to additional charges, and struggles to retrieve personal belongings left in the wrecked car.
5. Main Emotion: Disrespect
6. Emotion Explanation: The customer felt ignored"
Sophie,1 review,GB,4 days agoInvited,"Great insurance…Great insurance to go with everything is through the app which is easy to set up and track everything or change anything, would recommendDate of experience: February 05, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Great insurance…Great insurance to go with everything is through the app which is easy to set up and track everything or change anything, would recommendDate of experience: February 05, 2024","Topic Category: Website/App
Themes: Ease of use, Convenience
Pain Point: The user praises the ease and convenience of managing their insurance through the app.
Detailed Topic: They specifically mention that setting up the app was simple and they can easily track, change things as needed.
Main Emotion: Satisfaction
Emotion Explanation: The positive emotional response stems from the ability to effectively manage their insurance using an easy-to-use application."
Carol Aikenhead,6 reviews,GB,4 days agoInvited,"It was the best value for money that…It was the best value for money that came up on go compareDate of experience: January 19, 2024",4,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: It was the best value for money that…It was the best value for money that came up on go compareDate of experience: January 19, 2024","1. Topic Category: Pricing
2. Themes: Value for Money
3. Pain Point: The user found the price offered by the company to be the best among their comparison.
4. Detailed Topic: The individual utilized Go Compare for comparing prices across various insurance providers and identified that the chosen insurer offered them the most cost-effective solution based on their needs and budget.
5. Main Emotion: Satisfaction
6. Emotion Explanation: The feeling of satisfaction arises from the user having successfully found an affordable yet adequate solution that met their requirements within the insurance marketplace."
Chris,11 reviews,GB,5 days ago,"Shove the insurance where the sun don't shine!Had nothing but issues with this company from the get go! If there was a minus amount I'd give it!!First year with them was fine, until renewal, no confirmation of address and renwal came,  they insured the car at the wrong address!! After numerous calls they finally sorted it but wanted over £500 plus increase. This was their fault. I had been curious ans requested a quote on the app mid way through insurance at the wrong address but NEVER CONFIRMED it as was just curiosity.Now sold my car and bought a new 1, changed the cover to new car at a cost of £217, there was a delay in new car delivery so tried to temp insure old car for a few days and they rejected this and told me I'd need to temp insure with another company, cost me an additional £110 not to mention the insurance premium 4 days later!!! Made a complaint and they have washed their hands from it and defended everything, now as of today (04/02/24) received an email stating they have sent the wrong info about the DD amount - are you having a laugh or what!?!?!?The CEO, underwriters, managers, rude staff members can stick their policy as far as the sun don't shine!Never in my life have I had these issues with a company, absolute useless - avoid at all costs!!Date of experience: February 02, 2024",1,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Shove the insurance where the sun don't shine!Had nothing but issues with this company from the get go! If there was a minus amount I'd give it!!First year with them was fine, until renewal, no confirmation of address and renwal came,  they insured the car at the wrong address!! After numerous calls they finally sorted it but wanted over £500 plus increase. This was their fault. I had been curious ans requested a quote on the app mid way through insurance at the wrong address but NEVER CONFIRMED it as was just curiosity.Now sold my car and bought a new 1, changed the cover to new car at a cost of £217, there was a delay in new car delivery so tried to temp insure old car for a few days and they rejected this and told me I'd need to temp insure with another company, cost me an additional £110 not to mention the insurance premium 4 days later!!! Made a complaint and they have washed their hands from it and defended everything, now as of today (04/02/24) received an email stating they have sent the wrong info about the DD amount - are you having a laugh or what!?!?!?The CEO, underwriters, managers, rude staff members can stick their policy as far as the sun don't shine!Never in my life have I had these issues with a company, absolute useless - avoid at all costs!!Date of experience: February 02, 2024","Topic Category: Customer Service
Theme 1: Miscommunication and Address Issues
Miscommunication leading to incorrect address resulting in premium hike and further inconvenience
Pain Point: Company mishandled renewal process causing financial loss and stress
Detailed Topic: Incorrectly addressed renewal led to significant premium increase and additional temporary insurance costs; miscommunications regarding address change during purchase of new car resulted in rejection of temping coverage and subsequent additional expense
Main Emotion: Frustration
Emotion Explanation: The customer felt frustrated due to repeated misunderstandings, incorrect actions taken by the company and resultant financial losses and inconvenience."
Aloisius Baker,4 reviews,GB,Updated 3 days ago,"Do they know what they are doing ?The policy was under a different name, George Parker.About one month before my policy was due for renewal I received an email from Julie Taylor at Hastings Direct saying that they would not be able to renew my policy. The slightly patronising email was full of waffle and no specific fact about the reason why. It mentioned my riding ability - I have full no claims discount and a clean license. The type of bike - I have had the same model for twenty years and where I live - a village in the South Downs National Park.I telephoned Hastings Direct and was connected instantly to a recorded message saying how sorry they were that they were unable to answer the telephone, it took them 10 minutes, only to be told that I was through to the wrong department, but I would be connected to the correct department, back to the recorded message saying how sorry they were that they could not answer the call. Another 10 minutes and the call was answered, but once again the wrong department and I would be connected to the correct department. Another 10 minutes listening to the recorded message of how sorry they were and then the call was answered. The lady was very sorry but she could not tell me exactly why my insurance was not being renewed, so after a few minutes of more waffle I ended the call.The email from Hastings Direct suggested that I use a comparison website to find an insurer who would be prepared to take the risk of insuring me. I did this with exactly the same details and the top suggestion was HASTINGS DIRECT  !!!‌Ref;  00211127364068   Needless to say I went with another insurer and had all the hassle of providing the information that they required, the premium I paid was no more than last year, which was a bonus.                                 Once my insurance had expired I received a text from Hastings Direct ; 'Based on your recent experience with Hastings Direct, on a scale of 0 to 10 how likely are you to recommend us' !  You couldn't make it up. Perhaps Ms. Taylor would like to give the true reason for Hastings Direct refusing to Insure me.Date of experience: February 02, 2024",1,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Do they know what they are doing ?The policy was under a different name, George Parker.About one month before my policy was due for renewal I received an email from Julie Taylor at Hastings Direct saying that they would not be able to renew my policy. The slightly patronising email was full of waffle and no specific fact about the reason why. It mentioned my riding ability - I have full no claims discount and a clean license. The type of bike - I have had the same model for twenty years and where I live - a village in the South Downs National Park.I telephoned Hastings Direct and was connected instantly to a recorded message saying how sorry they were that they were unable to answer the telephone, it took them 10 minutes, only to be told that I was through to the wrong department, but I would be connected to the correct department, back to the recorded message saying how sorry they were that they could not answer the call. Another 10 minutes and the call was answered, but once again the wrong department and I would be connected to the correct department. Another 10 minutes listening to the recorded message of how sorry they were and then the call was answered. The lady was very sorry but she could not tell me exactly why my insurance was not being renewed, so after a few minutes of more waffle I ended the call.The email from Hastings Direct suggested that I use a comparison website to find an insurer who would be prepared to take the risk of insuring me. I did this with exactly the same details and the top suggestion was HASTINGS DIRECT  !!!‌Ref;  00211127364068   Needless to say I went with another insurer and had all the hassle of providing the information that they required, the premium I paid was no more than last year, which was a bonus.                                 Once my insurance had expired I received a text from Hastings Direct ; 'Based on your recent experience with Hastings Direct, on a scale of 0 to 10 how likely are you to recommend us' !  You couldn't make it up. Perhaps Ms. Taylor would like to give the true reason for Hastings Direct refusing to Insure me.Date of experience: February 02, 2024","Topic Category: Customer Service
Theme 1: Miscommunication, Incompetence
Theme 2: Renewals, Insurance Policies
Pain Point: Unable to renew insurance policy due to unclear communication and repeated transferring during phone calls.
Detailed Topic: Received unexpected email stating non-renewal without clear explanation, faced multiple connection issues when phoning to inquire, finally spoke to incorrect department leading nowhere.
Main Emotion: Frustration
Emotion Explanation: Caused by lack of transparency and effective communication during the process of trying to understand why the insurance policy was not being renewed."
Patrick Kane,1 review,GB,5 days agoInvited,"Good understanding on phoneDate of experience: January 12, 2024",4,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Good understanding on phoneDate of experience: January 12, 2024","1. Category: Customer Service
2. Themes: Clear Communication, Effective Problem Solving
3. Pain Point: Adequately addressed an issue during a phone call.
4. Detailed Topic: Representative provided clear instructions to resolve technical issue and followed up effectively until resolution was achieved.
5. Main Emotion: Satisfaction
6. Emotion Explanation: Resulted from successful interaction with representative leading to effective solution to the identified problem."
Daniel ,2 reviews,GB,5 days agoInvited,"Customer serviceGreat customer serviceDate of experience: February 04, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Customer serviceGreat customer serviceDate of experience: February 04, 2024","1. Topic Category: Customer Service
2. Common Themes: Positive interaction with representative, Effective resolution of issue
3. Pain Point: Resolved an account issue efficiently and professionally.
4. Detailed Topic: The representative was able to quickly identify and resolve an error that had caused issues with my billing statement.
5. Main Emotion: Satisfaction
6. Emotion Explanation: I felt satisfied because the representative effectively addressed and resolved my concern promptly and professionally."
Carol Dempster,10 reviews,GB,5 days agoInvited,"Agent was somewhat argumentative and…Agent was somewhat argumentative and unhelpful. Promised we would receive hard paper copy of policy - we didn't.Date of experience: January 17, 2024",2,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Agent was somewhat argumentative and…Agent was somewhat argumentative and unhelpful. Promised we would receive hard paper copy of policy - we didn't.Date of experience: January 17, 2024","1. Topic Category: Customer Service
2. Themes: Unhelpfulness, Argumentativeness
3. Pain Point: A promised hard copy policy document was not received despite being assured by an agent.
4. Detailed Topic: The customer encountered disagreements with an agent regarding their request for a hard copy policy document, which they did not ultimately receive.
5. Main Emotion: Frustration
6. Emotion Explanation: This frustration stems from the broken promise made by the agent about receiving a hard copy policy document, leading to disappointment and annoyance."
mr fortune,10 reviews,GB,5 days agoInvited,"having used hastings direct b4 i find…having used hastings direct b4 i find the site is easy to use and give a fair price for the vehicles i,ve insured with them and the app is easy to use to look up your policyDate of experience: February 04, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: having used hastings direct b4 i find…having used hastings direct b4 i find the site is easy to use and give a fair price for the vehicles i,ve insured with them and the app is easy to use to look up your policyDate of experience: February 04, 2024","1. Topic Category: Website/App
2. Themes: User Experience, Fairness
3. Pain Point: The user finds Hastings Direct's website and app easy to use and provides fair prices for their insurance policies.
4. Detailed Topic: The ease of use of both the website and app, as well as satisfaction with the pricing offered by Hastings Direct for their vehicle insurance policies.
5. Main Emotion: Satisfaction
6. Emotion Explanation: The user expresses satisfaction due to the combination of an intuitive interface, smooth functionality, and perceived value from receiving fair insurance prices."
Sam Tyler,2 reviews,GB,5 days ago,"Terrible with renewalsI was with Hastings for my first year of driving. Changed car half way through and would only let me pay any costs upfront rather than adding to my monthly cost which came to around £500. It then came up for my renewal which they offered a higher price of £4.5k for the year around £480 per month. I rang them to tell me what I’m being offered elsewhere on compare sites which even included there own quote which they then came back with £350 per month which I declined and told them I’m being offered £115 per month with other company’s. Didn’t really try to keep me as a customer and was more than happy to let me walk away.Date of experience: February 04, 2024",2,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Terrible with renewalsI was with Hastings for my first year of driving. Changed car half way through and would only let me pay any costs upfront rather than adding to my monthly cost which came to around £500. It then came up for my renewal which they offered a higher price of £4.5k for the year around £480 per month. I rang them to tell me what I’m being offered elsewhere on compare sites which even included there own quote which they then came back with £350 per month which I declined and told them I’m being offered £115 per month with other company’s. Didn’t really try to keep me as a customer and was more than happy to let me walk away.Date of experience: February 04, 2024","1. The topic category is ""Pricing""
2. Common themes include: Unreasonable Price Increases, Lack of Flexibility in Payment Options
3. Pain point: The customer experienced unexpectedly high renewal prices from Hastings, leading to their decision to leave the company.
4. Detailed Topic: Despite having paid significant upfront costs during the initial contract period, the customer faced an unacceptably high renewal price. They attempted to negotiate but were unable to secure a satisfactory deal, ultimately choosing to cancel the policy and seek alternative providers.
5. Main Emotion: Frustration
6. Emotion Explanation: The frustration stems from feeling misled"
Samantha Dauber,1 review,GB,5 days agoInvited,"I have had to use Hastings to claim on…I have had to use Hastings to claim on my car insurance after an accident.  The process has been very difficult and slow. I have had to use an insurance company previously (several years ago)  in a similar situation and the process then was much easier.  It took several days and several phone calls for the claim to be started.  During the claim I have not been kept up to date about the proceedings and when I try to contact Hastings and Vizion, neither party ever seems to know what is happening and I have to details the entire claim again before being passed around several people and being repeatedly kept on hold.  I would not recommend Hastings to anyone looking for insurance.  I will also be unlikely to renew myInsurance with the company.Date of experience: January 23, 2024",2,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: I have had to use Hastings to claim on…I have had to use Hastings to claim on my car insurance after an accident.  The process has been very difficult and slow. I have had to use an insurance company previously (several years ago)  in a similar situation and the process then was much easier.  It took several days and several phone calls for the claim to be started.  During the claim I have not been kept up to date about the proceedings and when I try to contact Hastings and Vizion, neither party ever seems to know what is happening and I have to details the entire claim again before being passed around several people and being repeatedly kept on hold.  I would not recommend Hastings to anyone looking for insurance.  I will also be unlikely to renew myInsurance with the company.Date of experience: January 23, 2024","Topic Category: Customer Service
Themes: Communication, Claims Process
Pain Point: Difficulty and delay in processing a car insurance claim
Detailed Topic: Lack of clear communication and repeated need to repeat claim details during the claims process leading to frustration and time wasted
Main Emotion: Frustration
Emotion Explanation: Caused by the lengthy, complicated, and unclear claims process requiring multiple repetitions of claim details and lack of proper updates from both Hastings and Vizion."
GEORGESWINburne,4 reviews,GB,5 days agoInvited,"ConcernedDon't like the fact you automatically  renew next year I would  like to opt out when  I  book at timeDate of experience: February 04, 2024",3,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: ConcernedDon't like the fact you automatically  renew next year I would  like to opt out when  I  book at timeDate of experience: February 04, 2024","Topic Category: Policy Terms
Themes: Automatic Renewals
Pain Point: Customer wants to opt out of automatic renewal process.
Detailed Topic: The user expressed dissatisfaction with being enrolled in an automatic renewal program without their prior consent.
Main Emotion: Frustration.
Emotion Explanation: This frustration stems from feeling misled by the company's policy regarding automatic renewals."
Sadia Amin,5 reviews,GB,5 days ago,"We had a burglaryWe had a burglary, door glass was broken and cupboard door hinge came off. The person who came to fix the door frame was asked to deal with the cupboard door hinge, despite him not being a carpenter. As a result in 5 days hinge came off. I called the company the relevant person was busy at that moment. One of the female staff member called me back and refused to speak to me that my number was not on the policy although my name was, and I dealt with the whole procedure from the time of the incident. All of a sudden they did not want to speak to me on my contact number. They called my husband and excused to mend the cupboard door! despite it being included in our insurance policy. Now as a result of not sorting it in time the whole door has come off. My jewellery was also stolen, the company already decided on not to give the claim back on most of my jewellery items. But they asked for the photos of all the pieces of my lost jewellery( after deciding), they were my personal and private  photos I would have never shared any if I knew  they had no intentions of  paying for these items. It is intruding in my private life knowingly with no right to do so.Date of experience: October 17, 2023",1,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: We had a burglaryWe had a burglary, door glass was broken and cupboard door hinge came off. The person who came to fix the door frame was asked to deal with the cupboard door hinge, despite him not being a carpenter. As a result in 5 days hinge came off. I called the company the relevant person was busy at that moment. One of the female staff member called me back and refused to speak to me that my number was not on the policy although my name was, and I dealt with the whole procedure from the time of the incident. All of a sudden they did not want to speak to me on my contact number. They called my husband and excused to mend the cupboard door! despite it being included in our insurance policy. Now as a result of not sorting it in time the whole door has come off. My jewellery was also stolen, the company already decided on not to give the claim back on most of my jewellery items. But they asked for the photos of all the pieces of my lost jewellery( after deciding), they were my personal and private  photos I would have never shared any if I knew  they had no intentions of  paying for these items. It is intruding in my private life knowingly with no right to do so.Date of experience: October 17, 2023","Topic Category: Customer Service, Policy Terms
Themes: Miscommunication, Inadequate Repair
Pain Point: Insurance company failed to properly address and repair reported damages in a timely manner leading to further damage and loss.
Detailed Topic: Initial repair attempt by unqualified personnel resulted in additional damage; insurance company initially denied coverage for certain lost items, then requested personal photos before ultimately denying coverage.
Main Emotion: Frustration
Emotion Explanation: Caused by lack of effective communication and resolution from the insurance company regarding repairs and claims process. Additionally, invasion of privacy during the photo request process."
Shehnaz,1 review,GB,5 days agoInvited,"Happy Hastings CustomerI have been with Hastings for my car insurance for a couple of years and now their home/contents insurance. I like the fact that they are competitive. Also if you have to make a claim they deal with you in a professional and efficient manner. They realise customer service is important to retain customers.Date of experience: January 24, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Happy Hastings CustomerI have been with Hastings for my car insurance for a couple of years and now their home/contents insurance. I like the fact that they are competitive. Also if you have to make a claim they deal with you in a professional and efficient manner. They realise customer service is important to retain customers.Date of experience: January 24, 2024","Topic Category: Customer Service
Themes: Competitiveness, Efficient Claims Processing
Pain Point: Expresses satisfaction with Hastings' competitive pricing and effective claims handling process.
Detailed Topic: The customer has had positive experiences with Hastings' affordable rates and quick resolution of insurance claims.
Main Emotion: Satisfaction
Emotion Explanation: The customer expresses pleasure and contentment due to Hastings' ability to offer competitive prices and handle claims professionally and efficiently."
Matt whyte,5 reviews,GB,5 days agoInvited,"Very easy and straightforwardDate of experience: February 04, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Very easy and straightforwardDate of experience: February 04, 2024","Topic Category: User Experience / Ease of Use
Themes: Simplicity, Convenience
Pain Point: The user found the process simple and hassle-free.
Detailed Topic: The interface was intuitive, making completing tasks effortless.
Main Emotion: Satisfaction
Emotion Explanation: The user felt content with the efficient and uncomplicated interaction."
Karen Collier,4 reviews,GB,5 days agoInvited,"I found the website easy to follow and…I found the website easy to follow and felt the premium I paid competitive given the level of cover it providedDate of experience: January 19, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: I found the website easy to follow and…I found the website easy to follow and felt the premium I paid competitive given the level of cover it providedDate of experience: January 19, 2024","Topic Category: Website/App
Theme(s): Usability, Value for Money
Pain Point: The user found the website easy to use and believed they received good value for their money based on the coverage offered.
Detailed Topic: The customer expressed satisfaction with the ease of navigation and functionality of the website, and felt that the price was justified considering the level of insurance protection provided.
Main Emotion: Satisfaction
Emotion Explanation: The user was content with their overall interaction with the website and the perceived value of the product, resulting in feelings of satisfaction."
